noise_ID,subset,length,augmented,origin_path
20bo0102_1.9962_01do030k_-1.9962sp12.wav,tr,68469,True,tr/20bo0102_1.9962_01do030k_-1.9962sp12.wav
027a0102_1.9898_01wc0213_-1.9898sp12.wav,tr,68475,True,tr/027a0102_1.9898_01wc0213_-1.9898sp12.wav
405a0112_0.79993_403c020p_-0.79993sp12.wav,tr,68488,True,tr/405a0112_0.79993_403c020p_-0.79993sp12.wav
40ha0102_1.5825_406o0309_-1.5825sp12.wav,tr,68583,True,tr/40ha0102_1.5825_406o0309_-1.5825sp12.wav
206o0103_0.72291_01nc020h_-0.72291sp12.wav,tr,68671,True,tr/206o0103_0.72291_01nc020h_-0.72291sp12.wav
01mc0217_1.8748_023o0309_-1.8748sp12.wav,tr,68677,True,tr/01mc0217_1.8748_023o0309_-1.8748sp12.wav
40dc020a_1.5386_207c0107_-1.5386sp12.wav,tr,68718,True,tr/40dc020a_1.5386_207c0107_-1.5386sp12.wav
012a0101_1.124_01qo0305_-1.124sp12.wav,tr,68738,True,tr/012a0101_1.124_01qo0305_-1.124sp12.wav
40pa010z_1.0415_01ec020u_-1.0415sp12.wav,tr,68743,True,tr/40pa010z_1.0415_01ec020u_-1.0415sp12.wav
204a010p_2.3838_019o0318_-2.3838sp12.wav,tr,68778,True,tr/204a010p_2.3838_019o0318_-2.3838sp12.wav
40oc0215_0.017793_023c0218_-0.017793sp12.wav,tr,68793,True,tr/40oc0215_0.017793_023c0218_-0.017793sp12.wav
40dc021c_1.5946_209a0114_-1.5946sp12.wav,tr,68794,True,tr/40dc021c_1.5946_209a0114_-1.5946sp12.wav
208a010a_0.28507_01mo030n_-0.28507sp12.wav,tr,68885,True,tr/208a010a_0.28507_01mo030n_-0.28507sp12.wav
20fa010k_2.0092_401c020i_-2.0092sp12.wav,tr,68912,True,tr/20fa010k_2.0092_401c020i_-2.0092sp12.wav
023o030p_0.36166_01po0303_-0.36166sp12.wav,tr,69081,True,tr/023o030p_0.36166_01po0303_-0.36166sp12.wav
20go0106_0.45341_01mc020w_-0.45341sp12.wav,tr,69161,True,tr/20go0106_0.45341_01mc020w_-0.45341sp12.wav
20ta010a_0.73472_024o0317_-0.73472sp12.wav,tr,69169,True,tr/20ta010a_0.73472_024o0317_-0.73472sp12.wav
208a0102_0.95749_20to0104_-0.95749sp12.wav,tr,69202,True,tr/208a0102_0.95749_20to0104_-0.95749sp12.wav
01yc021a_0.39089_02dc020g_-0.39089.wav,tr,69295,False,tr/01yc021a_0.39089_02dc020g_-0.39089.wav
01sc0202_2.3194_20ro0105_-2.3194sp12.wav,tr,69370,True,tr/01sc0202_2.3194_20ro0105_-2.3194sp12.wav
20cc010c_1.1281_01rc0217_-1.1281sp12.wav,tr,69421,True,tr/20cc010c_1.1281_01rc0217_-1.1281sp12.wav
01sc020f_0.2435_01uc020x_-0.2435sp12.wav,tr,69493,True,tr/01sc020f_0.2435_01uc020x_-0.2435sp12.wav
029c020y_1.5978_014a010g_-1.5978sp12.wav,tr,69516,True,tr/029c020y_1.5978_014a010g_-1.5978sp12.wav
20oc010c_2.1454_020c0203_-2.1454sp12.wav,tr,69633,True,tr/20oc010c_2.1454_020c0203_-2.1454sp12.wav
408c0219_0.75342_023c0218_-0.75342.wav,tr,69634,False,tr/408c0219_0.75342_023c0218_-0.75342.wav
019a0108_0.57173_016c020w_-0.57173sp12.wav,tr,69743,True,tr/019a0108_0.57173_016c020w_-0.57173sp12.wav
20mo010p_1.1915_206o0103_-1.1915sp12.wav,tr,69822,True,tr/20mo010p_1.1915_206o0103_-1.1915sp12.wav
20ro0107_0.53817_401c020s_-0.53817sp12.wav,tr,69874,True,tr/20ro0107_0.53817_401c020s_-0.53817sp12.wav
01xa0104_2.0098_022o0303_-2.0098sp12.wav,tr,69984,True,tr/01xa0104_2.0098_022o0303_-2.0098sp12.wav
40oc0208_2.4817_20fa010m_-2.4817sp12.wav,tr,70029,True,tr/40oc0208_2.4817_20fa010m_-2.4817sp12.wav
20ra010v_2.2757_20pc0108_-2.2757sp12.wav,tr,70198,True,tr/20ra010v_2.2757_20pc0108_-2.2757sp12.wav
014c020j_1.134_01ec020h_-1.134sp12.wav,tr,70210,True,tr/014c020j_1.134_01ec020h_-1.134sp12.wav
20oo0105_1.3473_20ja010b_-1.3473sp12.wav,tr,70227,True,tr/20oo0105_1.3473_20ja010b_-1.3473sp12.wav
40io0307_1.0063_404a0106_-1.0063sp12.wav,tr,70292,True,tr/40io0307_1.0063_404a0106_-1.0063sp12.wav
023o0301_1.0919_405a0102_-1.0919sp12.wav,tr,70479,True,tr/023o0301_1.0919_405a0102_-1.0919sp12.wav
20ma010p_1.0693_20ta010h_-1.0693sp12.wav,tr,70502,True,tr/20ma010p_1.0693_20ta010h_-1.0693sp12.wav
40ho030q_2.3982_40ea010a_-2.3982sp12.wav,tr,70576,True,tr/40ho030q_2.3982_40ea010a_-2.3982sp12.wav
01cc020m_1.4887_01sc0219_-1.4887.wav,tr,70580,False,tr/01cc020m_1.4887_01sc0219_-1.4887.wav
01mc0214_1.8421_20oa0101_-1.8421sp12.wav,tr,70639,True,tr/01mc0214_1.8421_20oa0101_-1.8421sp12.wav
01qo0305_2.4015_407a0108_-2.4015sp12.wav,tr,70768,True,tr/01qo0305_2.4015_407a0108_-2.4015sp12.wav
40na0101_0.43947_20ta010a_-0.43947sp12.wav,tr,70775,True,tr/40na0101_0.43947_20ta010a_-0.43947sp12.wav
406o030t_1.0018_20dc010h_-1.0018sp12.wav,tr,70785,True,tr/406o030t_1.0018_20dc010h_-1.0018sp12.wav
20ba0108_2.238_20na010s_-2.238sp12.wav,tr,70949,True,tr/20ba0108_2.238_20na010s_-2.238sp12.wav
02ac0206_1.1834_406c020q_-1.1834sp12.wav,tr,70971,True,tr/02ac0206_1.1834_406c020q_-1.1834sp12.wav
20ma010y_1.5414_20sa010m_-1.5414sp12.wav,tr,70974,True,tr/20ma010y_1.5414_20sa010m_-1.5414sp12.wav
404c020n_2.1863_40ja0101_-2.1863sp12.wav,tr,71013,True,tr/404c020n_2.1863_40ja0101_-2.1863sp12.wav
02ao030p_0.13856_028a0101_-0.13856sp12.wav,tr,71034,True,tr/02ao030p_0.13856_028a0101_-0.13856sp12.wav
028c0207_1.2059_40mo0316_-1.2059sp12.wav,tr,71068,True,tr/028c0207_1.2059_40mo0316_-1.2059sp12.wav
01zc020o_2.3474_20hc010j_-2.3474sp12.wav,tr,71084,True,tr/01zc020o_2.3474_20hc010j_-2.3474sp12.wav
20ua010m_0.39595_20na0110_-0.39595sp12.wav,tr,71123,True,tr/20ua010m_0.39595_20na0110_-0.39595sp12.wav
012c0202_2.2649_01nc020z_-2.2649.wav,tr,71167,False,tr/012c0202_2.2649_01nc020z_-2.2649.wav
40ko0307_2.0939_20ra010a_-2.0939sp12.wav,tr,71196,True,tr/40ko0307_2.0939_20ra010a_-2.0939sp12.wav
021c021b_0.56272_20fa0104_-0.56272sp12.wav,tr,71220,True,tr/021c021b_0.56272_20fa0104_-0.56272sp12.wav
01zc020o_0.11044_40na010g_-0.11044sp12.wav,tr,71239,True,tr/01zc020o_0.11044_40na010g_-0.11044sp12.wav
40jc0207_0.38927_20bo0102_-0.38927sp12.wav,tr,71245,True,tr/40jc0207_0.38927_20bo0102_-0.38927sp12.wav
40hc020v_1.7668_20nc0109_-1.7668sp12.wav,tr,71352,True,tr/40hc020v_1.7668_20nc0109_-1.7668sp12.wav
028c020k_1.0919_20ja010l_-1.0919sp12.wav,tr,71353,True,tr/028c020k_1.0919_20ja010l_-1.0919sp12.wav
01zo0317_0.26478_20ta010g_-0.26478sp12.wav,tr,71523,True,tr/01zo0317_0.26478_20ta010g_-0.26478sp12.wav
20oc010l_0.0036586_02cc020r_-0.0036586sp12.wav,tr,71528,True,tr/20oc010l_0.0036586_02cc020r_-0.0036586sp12.wav
021c021c_0.2421_01ac020n_-0.2421sp12.wav,tr,71533,True,tr/021c021c_0.2421_01ac020n_-0.2421sp12.wav
01qo030x_1.4974_20ta0102_-1.4974sp12.wav,tr,71568,True,tr/01qo030x_1.4974_20ta0102_-1.4974sp12.wav
208o0105_0.064408_01kc020n_-0.064408sp12.wav,tr,71583,True,tr/208o0105_0.064408_01kc020n_-0.064408sp12.wav
208c010e_1.2525_20ma010p_-1.2525sp12.wav,tr,71585,True,tr/208c010e_1.2525_20ma010p_-1.2525sp12.wav
020c0217_0.70183_40go0306_-0.70183.wav,tr,71636,False,tr/020c0217_0.70183_40go0306_-0.70183.wav
020a0109_0.13443_01xo030e_-0.13443sp12.wav,tr,71679,True,tr/020a0109_0.13443_01xo030e_-0.13443sp12.wav
20fc010b_0.64488_407c021i_-0.64488.wav,tr,71680,False,tr/20fc010b_0.64488_407c021i_-0.64488.wav
208a010m_0.59979_20na0101_-0.59979sp12.wav,tr,71706,True,tr/208a010m_0.59979_20na0101_-0.59979sp12.wav
01fo031a_1.2457_01to030x_-1.2457sp12.wav,tr,71722,True,tr/01fo031a_1.2457_01to030x_-1.2457sp12.wav
01pc020j_0.94886_40hc020s_-0.94886sp12.wav,tr,71779,True,tr/01pc020j_0.94886_40hc020s_-0.94886sp12.wav
01yc021a_1.0661_020c0204_-1.0661sp12.wav,tr,71788,True,tr/01yc021a_1.0661_020c0204_-1.0661sp12.wav
20dc0105_2.2304_40ca010r_-2.2304sp12.wav,tr,71797,True,tr/20dc0105_2.2304_40ca010r_-2.2304sp12.wav
01vc021d_0.69502_020a0105_-0.69502sp12.wav,tr,71818,True,tr/01vc021d_0.69502_020a0105_-0.69502sp12.wav
40cc0214_2.4797_011a010l_-2.4797sp12.wav,tr,71843,True,tr/40cc0214_2.4797_011a010l_-2.4797sp12.wav
40fa0101_0.66066_20ho010f_-0.66066sp12.wav,tr,71868,True,tr/40fa0101_0.66066_20ho010f_-0.66066sp12.wav
20dc0107_0.99332_20pc010d_-0.99332sp12.wav,tr,71868,True,tr/20dc0107_0.99332_20pc010d_-0.99332sp12.wav
204c0101_0.01279_40ba0113_-0.01279sp12.wav,tr,71872,True,tr/204c0101_0.01279_40ba0113_-0.01279sp12.wav
011a010n_1.1304_209a010m_-1.1304sp12.wav,tr,71946,True,tr/011a010n_1.1304_209a010m_-1.1304sp12.wav
021c0208_2.321_020a0102_-2.321sp12.wav,tr,72083,True,tr/021c0208_2.321_020a0102_-2.321sp12.wav
015c020j_2.3211_026o0305_-2.3211sp12.wav,tr,72117,True,tr/015c020j_2.3211_026o0305_-2.3211sp12.wav
40ca010a_2.4594_20ga010w_-2.4594sp12.wav,tr,72141,True,tr/40ca010a_2.4594_20ga010w_-2.4594sp12.wav
02ac021e_1.1079_408a010p_-1.1079sp12.wav,tr,72258,True,tr/02ac021e_1.1079_408a010p_-1.1079sp12.wav
20ta0114_0.79088_40pa0104_-0.79088sp12.wav,tr,72275,True,tr/20ta0114_0.79088_40pa0104_-0.79088sp12.wav
20fa0106_0.59548_017a010p_-0.59548sp12.wav,tr,72301,True,tr/20fa0106_0.59548_017a010p_-0.59548sp12.wav
40ka010o_0.46082_20ha010h_-0.46082sp12.wav,tr,72318,True,tr/40ka010o_0.46082_20ha010h_-0.46082sp12.wav
01dc0208_1.3367_01eo0302_-1.3367sp12.wav,tr,72458,True,tr/01dc0208_1.3367_01eo0302_-1.3367sp12.wav
20ga010t_0.38653_01ao030y_-0.38653sp12.wav,tr,72530,True,tr/20ga010t_0.38653_01ao030y_-0.38653sp12.wav
40lo0317_1.6534_01wc020r_-1.6534sp12.wav,tr,72590,True,tr/40lo0317_1.6534_01wc020r_-1.6534sp12.wav
01wo0316_0.54716_405c020v_-0.54716sp12.wav,tr,72599,True,tr/01wo0316_0.54716_405c020v_-0.54716sp12.wav
20aa010k_1.2834_204a010m_-1.2834sp12.wav,tr,72650,True,tr/20aa010k_1.2834_204a010m_-1.2834sp12.wav
01ro0309_1.8016_01mc0219_-1.8016sp12.wav,tr,72680,True,tr/01ro0309_1.8016_01mc0219_-1.8016sp12.wav
20gc0109_0.6189_404a010t_-0.6189sp12.wav,tr,72731,True,tr/20gc0109_0.6189_404a010t_-0.6189sp12.wav
403a010w_2.3808_40oa010c_-2.3808sp12.wav,tr,72768,True,tr/403a010w_2.3808_40oa010c_-2.3808sp12.wav
020a010u_0.61157_20oa0109_-0.61157sp12.wav,tr,72779,True,tr/020a010u_0.61157_20oa0109_-0.61157sp12.wav
40mc021b_0.97765_021o031c_-0.97765sp12.wav,tr,72803,True,tr/40mc021b_0.97765_021o031c_-0.97765sp12.wav
408a0112_0.29052_01oa010s_-0.29052sp12.wav,tr,72809,True,tr/408a0112_0.29052_01oa010s_-0.29052sp12.wav
023c021h_2.263_026c0202_-2.263sp12.wav,tr,72811,True,tr/023c021h_2.263_026c0202_-2.263sp12.wav
01ro0313_0.94302_209a010f_-0.94302sp12.wav,tr,72818,True,tr/01ro0313_0.94302_209a010f_-0.94302sp12.wav
028c0201_2.1216_409o030y_-2.1216.wav,tr,72893,False,tr/028c0201_2.1216_409o030y_-2.1216.wav
20vc010f_0.86058_40co030c_-0.86058sp12.wav,tr,72896,True,tr/20vc010f_0.86058_40co030c_-0.86058sp12.wav
20jc010b_0.9475_404a0114_-0.9475sp12.wav,tr,72904,True,tr/20jc010b_0.9475_404a0114_-0.9475sp12.wav
20ec0106_2.4428_40pc021c_-2.4428sp12.wav,tr,72940,True,tr/20ec0106_2.4428_40pc021c_-2.4428sp12.wav
016c020o_0.956_01ec0212_-0.956sp12.wav,tr,72948,True,tr/016c020o_0.956_01ec0212_-0.956sp12.wav
20fa010p_0.157_405a010k_-0.157sp12.wav,tr,72955,True,tr/20fa010p_0.157_405a010k_-0.157sp12.wav
408a010a_0.11988_020o0301_-0.11988sp12.wav,tr,72974,True,tr/408a010a_0.11988_020o0301_-0.11988sp12.wav
024c0215_1.2056_023c0212_-1.2056sp12.wav,tr,72987,True,tr/024c0215_1.2056_023c0212_-1.2056sp12.wav
406o031d_0.87476_023c020q_-0.87476.wav,tr,73035,False,tr/406o031d_0.87476_023c020q_-0.87476.wav
208a010o_0.039689_01pc0207_-0.039689sp12.wav,tr,73046,True,tr/208a010o_0.039689_01pc0207_-0.039689sp12.wav
01fa010n_0.22891_40da010m_-0.22891sp12.wav,tr,73108,True,tr/01fa010n_0.22891_40da010m_-0.22891sp12.wav
405c020s_2.0719_014a010g_-2.0719sp12.wav,tr,73118,True,tr/405c020s_2.0719_014a010g_-2.0719sp12.wav
209a010x_2.4406_20oo010b_-2.4406sp12.wav,tr,73127,True,tr/209a010x_2.4406_20oo010b_-2.4406sp12.wav
40fa010i_0.7779_20sa0101_-0.7779sp12.wav,tr,73161,True,tr/40fa010i_0.7779_20sa0101_-0.7779sp12.wav
206a0112_1.3455_027c020y_-1.3455sp12.wav,tr,73228,True,tr/206a0112_1.3455_027c020y_-1.3455sp12.wav
01mo0311_0.21708_01zc020o_-0.21708sp12.wav,tr,73240,True,tr/01mo0311_0.21708_01zc020o_-0.21708sp12.wav
404a010e_1.2696_20tc0109_-1.2696sp12.wav,tr,73254,True,tr/404a010e_1.2696_20tc0109_-1.2696sp12.wav
020c0215_1.0685_20fa010s_-1.0685sp12.wav,tr,73257,True,tr/020c0215_1.0685_20fa010s_-1.0685sp12.wav
208a010w_0.82063_408o030y_-0.82063sp12.wav,tr,73260,True,tr/208a010w_0.82063_408o030y_-0.82063sp12.wav
026a010h_2.3826_01cc0214_-2.3826sp12.wav,tr,73270,True,tr/026a010h_2.3826_01cc0214_-2.3826sp12.wav
014c0217_0.41021_20ba010l_-0.41021sp12.wav,tr,73275,True,tr/014c0217_0.41021_20ba010l_-0.41021sp12.wav
405a0102_2.4762_406a010k_-2.4762sp12.wav,tr,73298,True,tr/405a0102_2.4762_406a010k_-2.4762sp12.wav
40fa010g_1.0022_020c0201_-1.0022sp12.wav,tr,73308,True,tr/40fa010g_1.0022_020c0201_-1.0022sp12.wav
01pa010p_0.28539_017c020f_-0.28539sp12.wav,tr,73319,True,tr/01pa010p_0.28539_017c020f_-0.28539sp12.wav
20ga010q_0.57749_01kc020r_-0.57749sp12.wav,tr,73393,True,tr/20ga010q_0.57749_01kc020r_-0.57749sp12.wav
20go010o_0.38556_40ja0103_-0.38556sp12.wav,tr,73448,True,tr/20go010o_0.38556_40ja0103_-0.38556sp12.wav
206a010m_0.19931_20pa010z_-0.19931sp12.wav,tr,73454,True,tr/206a010m_0.19931_20pa010z_-0.19931sp12.wav
20jc010g_2.0724_20ga010i_-2.0724sp12.wav,tr,73463,True,tr/20jc010g_2.0724_20ga010i_-2.0724sp12.wav
01xo031b_0.36212_20ga010z_-0.36212.wav,tr,73490,False,tr/01xo031b_0.36212_20ga010z_-0.36212.wav
01xc020z_1.3301_209a010y_-1.3301sp12.wav,tr,73531,True,tr/01xc020z_1.3301_209a010y_-1.3301sp12.wav
20ja010g_1.2241_20fa010e_-1.2241sp12.wav,tr,73532,True,tr/20ja010g_1.2241_20fa010e_-1.2241sp12.wav
20ga010b_2.0417_01tc021g_-2.0417sp12.wav,tr,73544,True,tr/20ga010b_2.0417_01tc021g_-2.0417sp12.wav
01qo031c_0.32627_408a010a_-0.32627sp12.wav,tr,73583,True,tr/01qo031c_0.32627_408a010a_-0.32627sp12.wav
